23,3,tensor(15),{15: 0.013095},117000,tensor([ 0.0080, -0.0651,  0.0668,  ...,  0.0328, -0.0616,  0.0160])
970,1,tensor(27),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 0.986111, 3: 1.0, 12: 0.005435},117000,tensor([-0.0011, -0.0818,  0.0894,  ...,  0.0394, -0.0575,  0.0190])
990,1,tensor(9),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 0.986111, 3: 1.0, 12: 0.674572},117000,tensor([-0.0152, -0.0212,  0.0537,  ..., -0.0159, -0.0192, -0.0150])
1010,1,tensor(9),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 0.986111, 3: 1.0, 12: 0.947368, 16: 0.0},117000,tensor([-0.0152, -0.0212,  0.0537,  ..., -0.0159, -0.0192, -0.0150])
1030,1,tensor(9),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 0.986111, 3: 1.0, 12: 0.947368, 16: 0.005952},117000,tensor([-0.0152, -0.0212,  0.0537,  ..., -0.0159, -0.0192, -0.0150])
1051,1,tensor(9),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 0.986111, 3: 1.0, 12: 0.947368, 16: 0.185632, 1: 0.0},117000,tensor([-0.0152, -0.0212,  0.0537,  ..., -0.0159, -0.0192, -0.0150])
1071,1,tensor(9),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 0.986111, 3: 1.0, 12: 0.947368, 16: 0.185632, 1: 0.325769},117000,tensor([-0.0152, -0.0212,  0.0537,  ..., -0.0159, -0.0192, -0.0150])
1091,1,tensor(10),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 0.947368, 16: 0.185632, 1: 0.972222},117000,tensor([-0.0327, -0.0173,  0.0536,  ..., -0.0296, -0.0117, -0.0076])
1111,1,tensor(10),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 0.947368, 16: 0.185632, 1: 0.986111, 5: 0.27725},117000,tensor([-0.0327, -0.0173,  0.0536,  ..., -0.0296, -0.0117, -0.0076])
1131,1,tensor(10),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 0.947368, 16: 0.185632, 1: 0.986111, 5: 1.0},117000,tensor([-0.0327, -0.0173,  0.0536,  ..., -0.0296, -0.0117, -0.0076])
1151,1,tensor(10),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 0.947368, 16: 0.185632, 1: 0.986111, 5: 0.986842, 7: 0.0},117000,tensor([-0.0327, -0.0173,  0.0536,  ..., -0.0296, -0.0117, -0.0076])
1171,1,tensor(10),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 0.947368, 16: 0.185632, 1: 0.986111, 5: 0.986842, 7: 0.067428},117000,tensor([-0.0327, -0.0173,  0.0536,  ..., -0.0296, -0.0117, -0.0076])
1191,2,tensor(3),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 0.947368, 16: 0.185632, 1: 0.986111, 5: 0.986842, 7: 0.176625},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
1211,2,tensor(3),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 0.947368, 16: 0.185632, 1: 0.986111, 5: 0.986842, 7: 0.205309, 28: 0.0},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
1231,2,tensor(3),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 0.947368, 16: 0.185632, 1: 0.986111, 5: 0.986842, 7: 0.205309, 28: 0.671131},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
1251,2,tensor(3),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 0.947368, 16: 0.185632, 1: 0.986111, 5: 0.986842, 7: 0.205309, 28: 0.986111, 31: 0.009262},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
1271,2,tensor(3),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 0.947368, 16: 0.185632, 1: 0.986111, 5: 0.986842, 7: 0.205309, 28: 0.986111, 31: 0.049934},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
1291,3,tensor(12),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 1.0, 16: 0.185632, 1: 0.986111, 5: 0.986842, 7: 0.205309, 28: 0.986111, 31: 0.959795},117000,tensor([-0.0269, -0.0552,  0.0713,  ...,  0.0538, -0.0670,  0.0190])
1310,3,tensor(12),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 1.0, 16: 0.185632, 1: 0.986111, 5: 0.986842, 7: 0.205309, 28: 0.986111, 31: 0.986842, 22: 0.102822},117000,tensor([-0.0269, -0.0552,  0.0713,  ...,  0.0538, -0.0670,  0.0190])
1329,3,tensor(12),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 1.0, 16: 0.185632, 1: 0.986111, 5: 0.986842, 7: 0.205309, 28: 0.986111, 31: 0.986842, 22: 0.960526},117000,tensor([-0.0269, -0.0552,  0.0713,  ...,  0.0538, -0.0670,  0.0190])
1348,3,tensor(12),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 1.0, 16: 0.185632, 1: 0.986111, 5: 0.986842, 7: 0.205309, 28: 0.986111, 31: 0.986842, 22: 1.0},117000,tensor([-0.0269, -0.0552,  0.0713,  ...,  0.0538, -0.0670,  0.0190])
1368,3,tensor(12),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 1.0, 16: 0.185632, 1: 0.986111, 5: 0.986842, 7: 0.205309, 28: 0.986111, 31: 0.986842, 22: 1.0, 18: 0.208857},117000,tensor([-0.0269, -0.0552,  0.0713,  ...,  0.0538, -0.0670,  0.0190])
1387,7,tensor(16),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 1.0, 16: 0.3767470121383667, 1: 0.986111, 5: 0.986842, 7: 0.205309, 28: 0.986111, 31: 0.986842, 22: 1.0, 18: 0.945175},117000,tensor([-0.0074, -0.0385,  0.0641,  ..., -0.0126,  0.0008, -0.0047])
1406,7,tensor(16),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 1.0, 16: 0.376747, 1: 0.986111, 5: 0.986842, 7: 0.205309, 28: 0.986111, 31: 0.986842, 22: 1.0, 18: 0.986842, 17: 0.0},117000,tensor([-0.0074, -0.0385,  0.0641,  ..., -0.0126,  0.0008, -0.0047])
1425,7,tensor(16),{15: 0.229167, 30: 0.8913879990577698, 4: 1.0, 6: 0.200254, 8: 1.0, 26: 0.986842, 23: 1.0, 21: 1.0, 14: 1.0, 2: 1.0, 0: 1.0, 19: 1.0, 25: 0.15185199677944183, 20: 1.0, 29: 1.0, 27: 0.986842, 9: 1.0, 10: 1.0, 3: 1.0, 12: 1.0, 16: 0.376747, 1: 0.986111, 5: 0.986842, 7: 0.205309, 28: 0.986111, 31: 0.986842, 22: 1.0, 18: 0.986842, 17: 0.814756},117000,tensor([-0.0074, -0.0385,  0.0641,  ..., -0.0126,  0.0008, -0.0047])
