Wall Time,Step,Value
1722414321.0271506,0,0.0
1722414322.5879953,1,0.0
1722414324.4884422,2,0.0
1722414326.535294,3,0.0
1722414328.5814834,4,0.0
1722414330.6782844,5,0.0
1722414332.7301047,6,0.0
1722414334.7733743,7,0.0
1722414336.8652623,8,0.0
1722414338.924147,9,0.0
1722414341.2084327,10,0.0
1722414343.5860457,11,0.0
1722414346.0890875,12,0.0
1722414348.5997515,13,0.0
1722414351.0995324,14,0.0
1722414353.6149147,15,0.0
1722414356.1190884,16,0.0
1722414358.6488984,17,0.0
1722414361.1756241,18,0.0
1722414363.789479,19,0.0
1722414366.389705,20,0.0
1722414368.9406528,21,0.0
1722414371.5136619,22,0.0
1722414374.089955,23,0.0
1722414376.6633875,24,0.0
1722414379.365161,25,0.0
1722414381.9408977,26,0.0
1722414384.4245996,27,0.0
1722414386.9859395,28,0.0
1722414389.534716,29,0.0
1722414392.2003574,30,0.0
1722414394.8420115,31,0.0
1722414397.4415307,32,0.009009009227156639
1722414400.0533457,33,0.0
1722414402.6663225,34,0.0
1722414405.3295755,35,0.0
1722414407.938554,36,0.0
1722414410.5419824,37,0.0
1722414413.1390262,38,0.0
1722414415.7532694,39,0.0
1722414418.546849,40,0.0181818176060915
1722414421.2563894,41,0.06122449040412903
1722414423.9348354,42,0.06976744532585144
1722414426.618241,43,0.09302325546741486
1722414429.2733004,44,0.1538461595773697
1722414431.9819286,45,0.32499998807907104
1722414434.6338103,46,0.2432432472705841
1722414437.3398092,47,0.3333333432674408
1722414439.9980886,48,0.5454545617103577
1722414442.6795092,49,0.5757575631141663
1722414445.406329,50,0.529411792755127
1722414448.070031,51,0.6875
1722414450.6844738,52,0.7333333492279053
1722414453.3095474,53,0.774193525314331
1722414455.9412112,54,0.9354838728904724
1722414458.5240514,55,0.9333333373069763
1722414461.1312907,56,0.800000011920929
1722414463.764628,57,0.8387096524238586
1722414466.4200644,58,0.9354838728904724
1722414469.0537162,59,0.9333333373069763
1722414471.782533,60,0.59375
1722414474.395126,61,0.7096773982048035
1722414477.0704846,62,0.7333333492279053
1722414479.6959426,63,0.8999999761581421
1722414482.3217154,64,0.8387096524238586
1722414484.971916,65,0.9677419066429138
1722414487.6115878,66,0.9032257795333862
1722414490.2464871,67,0.9333333373069763
1722414492.862785,68,0.9333333373069763
1722414495.4925954,69,0.9354838728904724
1722414498.192225,70,0.5806451439857483
1722414500.8698204,71,0.774193525314331
1722414503.538107,72,0.9333333373069763
1722414506.2022219,73,0.9032257795333862
1722414508.8364537,74,1.0
1722414511.4518833,75,0.8333333134651184
1722414514.07328,76,0.9677419066429138
1722414516.700416,77,0.9666666388511658
1722414519.3403409,78,0.8333333134651184
1722414521.9753282,79,0.9354838728904724
1722414524.729293,80,0.9333333373069763
1722414527.4505775,81,0.9666666388511658
1722414530.1048083,82,1.0
1722414532.7664819,83,0.9354838728904724
1722414535.423473,84,1.0
1722414538.2353277,85,0.9333333373069763
1722414540.8396084,86,0.9354838728904724
1722414543.4943216,87,0.9333333373069763
1722414546.1387563,88,0.9666666388511658
1722414548.7833476,89,0.9666666388511658
1722414551.5506878,90,0.699999988079071
1722414554.195613,91,0.8064516186714172
1722414556.8331666,92,0.8333333134651184
1722414559.483426,93,0.8666666746139526
1722414562.1291885,94,1.0
1722414564.7519488,95,0.8387096524238586
1722414567.390185,96,0.9666666388511658
1722414570.0150247,97,0.9333333373069763
1722414572.6407642,98,0.9032257795333862
1722414575.2569168,99,0.8666666746139526
1722414577.9625175,100,0.6451612710952759
1722414580.6228306,101,0.6333333253860474
1722414583.2400763,102,0.6666666865348816
1722414585.8669994,103,0.699999988079071
1722414588.494533,104,0.9354838728904724
1722414591.142483,105,0.800000011920929
1722414593.7730746,106,0.8387096524238586
1722414596.3908057,107,0.9333333373069763
1722414599.0386255,108,0.9677419066429138
1722414601.6945343,109,1.0
1722414604.3577096,110,0.9333333373069763
1722414607.0665555,111,0.9666666388511658
1722414609.7241485,112,1.0
1722414612.3549688,113,1.0
1722414615.013698,114,0.9333333373069763
1722414617.6575546,115,1.0
1722414620.2836502,116,0.9333333373069763
1722414622.9707146,117,1.0
1722414625.6487532,118,0.9666666388511658
1722414628.3212292,119,1.0
1722414630.9580193,120,0.8666666746139526
1722414633.7669,121,0.9666666388511658
1722414636.4554985,122,1.0
1722414639.0924692,123,0.9333333373069763
1722414641.7286694,124,1.0
1722414644.36673,125,1.0
1722414647.0024538,126,1.0
1722414649.670804,127,0.9032257795333862
1722414652.3327744,128,1.0
1722414655.0127282,129,0.9333333373069763
1722414657.7721446,130,0.7333333492279053
1722414660.4552155,131,0.7666666507720947
1722414663.1011329,132,0.6774193644523621
1722414665.7056606,133,0.9666666388511658
1722414668.3087676,134,1.0
1722414670.9075139,135,0.9333333373069763
1722414673.5196803,136,0.9333333373069763
1722414676.1251965,137,0.8125
1722414678.7376513,138,0.9333333373069763
1722414681.3585055,139,0.90625
1722414684.0353541,140,0.774193525314331
1722414686.6769896,141,0.8333333134651184
1722414689.2872124,142,0.9333333373069763
1722414691.9377952,143,0.9677419066429138
1722414694.5668836,144,1.0
1722414697.1674435,145,1.0
1722414699.8052812,146,1.0
1722414702.4293747,147,1.0
1722414705.0472484,148,1.0
