Wall time,Step,Value
1718981049.3040621,0,0.0
1718981053.1482108,1,0.0
1718981056.9819524,2,0.0
1718981060.929823,3,0.0
1718981064.8776162,4,0.0
1718981068.719587,5,0.0
1718981072.5351298,6,0.0
1718981076.3170245,7,0.0
1718981080.1827183,8,0.0
1718981084.158807,9,0.0
1718981087.9984875,10,0.0
1718981091.874206,11,0.0
1718981095.781979,12,0.0
1718981099.704741,13,0.0
1718981103.6039295,14,0.0
1718981107.7195437,15,0.0
1718981111.6484096,16,0.0
1718981115.5502136,17,0.0
1718981119.4561331,18,0.0
1718981123.35961,19,0.0
1718981127.1419327,20,0.0
1718981131.0190477,21,0.0
1718981134.7942255,22,0.0
1718981138.6043487,23,0.0
1718981142.404488,24,0.0
1718981146.2029293,25,0.0
1718981150.0711424,26,0.0
1718981153.907902,27,0.0
1718981157.7828631,28,0.0
1718981161.5583646,29,0.0
1718981165.4031825,30,0.0
1718981169.224275,31,0.0
1718981173.0389228,32,0.0
1718981176.8339984,33,0.0
1718981180.7079175,34,0.0
1718981184.541518,35,0.0
1718981188.3132594,36,0.0
1718981192.1107476,37,0.0
1718981195.8912716,38,0.0
1718981199.8229165,39,0.0
1718981203.6820953,40,0.0
1718981207.4668918,41,0.0
1718981211.2687907,42,0.0
1718981215.0767684,43,0.0
1718981218.9066908,44,0.0
1718981222.8077083,45,0.0
1718981226.6432693,46,0.0
1718981230.4903674,47,0.0
1718981234.3318486,48,0.0
1718981238.2104216,49,0.0
1718981243.195819,50,0.0
1718981248.3925724,51,0.0
1718981253.574213,52,0.0
1718981258.6796346,53,0.0
1718981263.769137,54,0.0
1718981268.9516683,55,0.0
1718981274.1302037,56,0.0
1718981279.391858,57,0.0
1718981284.5384784,58,0.0
1718981289.665989,59,0.0
1718981294.7927775,60,0.0
1718981299.901312,61,0.0
1718981305.0859666,62,0.0
1718981310.3497992,63,0.0
1718981315.5057187,64,0.0
1718981320.6695795,65,0.0
1718981325.7649357,66,0.0
1718981330.8393433,67,0.0
1718981335.9943597,68,0.0
1718981341.219312,69,0.0
1718981346.2772794,70,0.0
1718981351.3741224,71,0.0
1718981356.4615486,72,0.0
1718981361.5609064,73,0.0
1718981368.3149247,74,0.0
1718981375.5311468,75,0.0
1718981381.07369,76,0.0
1718981386.5122235,77,0.0
1718981391.949266,78,0.0
1718981397.477904,79,0.0
1718981402.8603365,80,0.0
1718981408.2488382,81,0.0
1718981413.6289415,82,0.0
1718981419.0034523,83,0.0
1718981424.3857157,84,0.0
1718981429.844078,85,0.0
1718981435.22542,86,0.0
1718981440.5961761,87,0.0
1718981445.9668806,88,0.0
1718981451.333936,89,0.0
1718981456.7704074,90,0.0
1718981462.1075757,91,0.0
1718981467.4847093,92,0.0
1718981472.864078,93,0.0
1718981478.2053535,94,0.0
1718981483.5573559,95,0.0
1718981489.0617716,96,0.0
1718981498.092365,97,0.0
1718981505.348835,98,0.0
1718981510.8454483,99,0.0
1718981516.5166576,100,0.0
1718981522.2049232,101,0.0
1718981527.8218389,102,0.0
1718981533.4635057,103,0.0
1718981539.1896653,104,0.0
1718981544.8259628,105,0.0
1718981550.454084,106,0.0
1718981556.210223,107,0.0
1718981561.8090582,108,0.0
1718981567.4303894,109,0.0
1718981573.1599572,110,0.0
1718981578.7810135,111,0.0
1718981584.4098947,112,0.0
1718981590.1454484,113,0.0
1718981595.822036,114,0.0
1718981601.560877,115,0.0
1718981607.2925224,116,0.0
1718981612.9355028,117,0.0
1718981618.6180844,118,0.0
1718981624.3470902,119,0.0
1718981629.9835095,120,0.0
1718981637.4284043,121,0.0
1718981643.8510916,122,0.0
1718981649.5528445,123,0.0
1718981655.3988276,124,0.0
1718981661.0933855,125,0.0
1718981666.8196206,126,0.0
1718981672.5517447,127,0.0
1718981678.296732,128,0.0
1718981684.018612,129,0.0
1718981689.7933497,130,0.0
1718981695.4522007,131,0.0
1718981701.1187139,132,0.0
1718981706.7297974,133,0.0
1718981712.3353345,134,0.0
1718981717.941597,135,0.0
1718981723.7077286,136,0.0
1718981729.3997433,137,0.0
1718981735.1016765,138,0.0
1718981740.7585654,139,0.0
1718981746.4053335,140,0.0
1718981752.0408301,141,0.0
1718981757.7880104,142,0.0
1718981763.448658,143,0.0
1718981769.1307797,144,0.0
1718981774.798736,145,0.0
1718981780.4849012,146,0.0
1718981786.6237087,147,0.0
1718981794.371513,148,0.0
