Wall Time,Step,Value
1721390274.322477,0,0.0
1721390276.3288233,1,0.0
1721390283.840653,2,0.0
1721390292.5873137,3,0.0
1721390301.1879547,4,0.0
1721390310.6898918,5,0.0
1721390311.9736128,6,0.0
1721390320.379758,7,0.0
1721390329.8333342,8,0.0
1721390337.675295,9,0.0
1721390345.1194062,10,0.0
1721390354.4828439,11,0.0
1721390364.049719,12,0.0
1721390371.7597306,13,0.0
1721390377.216524,14,0.0
1721390387.7464113,15,0.0
1721390394.3990948,16,0.0
1721390402.838486,17,0.0
1721390411.9556324,18,0.0
1721390420.3094325,19,0.0
1721390428.4644392,20,0.0
1721390436.1327538,21,0.0
1721390442.1317625,22,0.0
1721390449.5632029,23,0.0
1721390459.8357909,24,0.0
1721390467.7420273,25,0.0
1721390475.8659446,26,0.0
1721390481.2509215,27,0.0
1721390490.2697875,28,0.0
1721390498.9361775,29,0.0
1721390506.4472241,30,0.0
1721390517.8906758,31,0.0
1721390529.355846,32,0.0
1721390538.7232318,33,0.0
1721390545.8733659,34,0.0
1721390553.4820747,35,0.0
1721390560.19745,36,0.0
1721390567.6406643,37,0.0
1721390575.822999,38,0.0
1721390584.4580076,39,0.0
1721390590.9066737,40,0.0
1721390602.0843139,41,0.0
1721390611.905021,42,0.0
1721390620.4360943,43,0.0
1721390625.0314202,44,0.0
1721390634.9101295,45,0.0
1721390641.459941,46,0.0
1721390646.6521733,47,0.0
1721390655.2153032,48,0.0
1721390662.3491495,49,0.0
1721390671.6115208,50,0.0
1721390679.4705086,51,0.0
1721390691.237862,52,0.0
1721390701.892314,53,0.0
1721390710.8650515,54,0.0
1721390720.9963856,55,0.0
1721390730.4199197,56,0.0
1721390740.5526881,57,0.0
1721390751.362894,58,0.0
1721390762.248391,59,0.0
1721390772.4192665,60,0.0
1721390782.2240756,61,0.0
1721390791.9290485,62,0.0
1721390801.3787806,63,0.0
1721390810.6662257,64,0.0
1721390814.5792165,65,0.0
1721390824.5126593,66,0.0
1721390833.2088573,67,0.0
1721390837.48697,68,0.0
1721390847.7777827,69,0.0
1721390858.0764282,70,0.0
1721390867.5833554,71,0.0
1721390878.176766,72,0.0
1721390887.0724797,73,0.0
1721390896.789316,74,0.0
1721390900.2447007,75,0.0
1721390911.344964,76,0.0
1721390920.0292647,77,0.0
1721390929.1335487,78,0.0
1721390937.4012554,79,0.0
1721390945.8411381,80,0.0
1721390954.7408702,81,0.0
1721390961.7016072,82,0.0
1721390971.5512087,83,0.0
1721390979.3884382,84,0.0
1721390990.3223166,85,0.0
1721390999.1994467,86,0.0
1721391007.4490767,87,0.0
1721391015.9588163,88,0.0
1721391024.6719434,89,0.0
1721391031.448564,90,0.0
1721391041.1452608,91,0.0
1721391050.4980485,92,0.0
1721391061.7728863,93,0.0
1721391070.0998285,94,0.0
1721391078.4210045,95,0.0
1721391086.5351238,96,0.0
1721391097.5155208,97,0.0
1721391105.1755788,98,0.0
1721391114.6692421,99,0.0
1721391122.9487233,100,0.0
1721391131.3816805,101,0.0
1721391139.3507178,102,0.0
1721391143.9250865,103,0.0
1721391153.7891755,104,0.0
1721391163.8363261,105,0.0
1721391171.7846673,106,0.0
