1.000000000000000000e+00,1.510405540466308594e-02,1.040539741516113281e-01,6.782913208007812500e-02,5.830764770507812500e-03,2.321596145629882812e-01
2.000000000000000000e+00,2.189164161682128906e-01,1.204001903533935547e-01,5.821156501770019531e-02,9.886980056762695312e-03,6.955601453781127930e+00
3.000000000000000000e+00,1.149727582931518555e+00,1.085183620452880859e-01,5.546355247497558594e-02,4.422187805175781250e-03,1.021140146255493164e+01
4.000000000000000000e+00,5.823352098464965820e+00,9.741830825805664062e-02,6.338906288146972656e-02,6.247520446777343750e-03,8.158401489257812500e+00
5.000000000000000000e+00,2.638486862182617188e+00,1.055109500885009766e-01,7.007551193237304688e-02,5.431175231933593750e-03,4.697270393371582031e+00
6.000000000000000000e+00,2.718879938125610352e+00,8.321499824523925781e-02,7.275772094726562500e-02,9.839773178100585938e-03,4.741859197616577148e+00
7.000000000000000000e+00,2.638461351394653320e+00,1.295456886291503906e-01,6.199932098388671875e-02,1.182270050048828125e-02,4.820694208145141602e+00
8.000000000000000000e+00,2.781178712844848633e+00,1.007890701293945312e-01,6.821489334106445312e-02,1.166248321533203125e-02,4.905927419662475586e+00
9.000000000000000000e+00,5.157714843750000000e+00,9.801959991455078125e-02,6.295776367187500000e-02,5.907773971557617188e-03,7.638548612594604492e+00
1.000000000000000000e+01,6.382710933685302734e+00,1.400079727172851562e-01,5.226111412048339844e-02,8.287191390991210938e-03,8.066504955291748047e+00
1.100000000000000000e+01,4.135154247283935547e+00,3.419570922851562500e-01,6.326675415039062500e-02,6.542979717254638672e+00,1.246770834922790527e+01
1.200000000000000000e+01,8.264398574829101562e-02,9.412980079650878906e-02,7.531929016113281250e-02,6.456851959228515625e-03,3.379824161529541016e-01
1.300000000000000000e+01,6.971432209014892578e+00,1.034300327301025391e-01,6.591796875000000000e-02,3.303048610687255859e+00,1.050311708450317383e+01
1.400000000000000000e+01,2.931324958801269531e+00,1.118941307067871094e-01,5.603599548339843750e-02,1.143145561218261719e-02,3.165248394012451172e+00
1.500000000000000000e+01,7.894910335540771484e+00,4.161412715911865234e-01,5.995392799377441406e-02,1.377463340759277344e-02,8.514586687088012695e+00
1.600000000000000000e+01,8.386361598968505859e+00,1.114792823791503906e-01,6.493830680847167969e-02,5.126715898513793945e+00,1.375390028953552246e+01
1.700000000000000000e+01,1.042836427688598633e+00,1.147859096527099609e-01,5.674958229064941406e-02,9.389162063598632812e-03,1.279519557952880859e+00
1.800000000000000000e+01,7.497201442718505859e+00,1.057562828063964844e-01,7.170653343200683594e-02,5.976751089096069336e+00,1.372289848327636719e+01
1.900000000000000000e+01,2.346303701400756836e+00,9.597659111022949219e-02,6.022906303405761719e-02,8.717536926269531250e-03,2.574037790298461914e+00
2.000000000000000000e+01,8.523216962814331055e+00,1.059994697570800781e-01,6.081724166870117188e-02,4.614206314086914062e+00,1.337199497222900391e+01
2.100000000000000000e+01,4.248546838760375977e+00,4.381461143493652344e-01,6.812095642089843750e-02,2.804184913635253906e+00,7.619882822036743164e+00
2.200000000000000000e+01,2.116718530654907227e+00,1.055023670196533203e-01,6.474518775939941406e-02,5.566206455230712891e+00,7.926815271377563477e+00
2.300000000000000000e+01,2.296342372894287109e+00,9.432458877563476562e-02,8.042025566101074219e-02,2.353625297546386719e+00,4.893685340881347656e+00
2.400000000000000000e+01,7.348947286605834961e+00,1.033773422241210938e-01,8.881886005401611328e-01,3.926277160644531250e-03,8.404496908187866211e+00
2.500000000000000000e+01,2.883561611175537109e+00,9.602069854736328125e-02,6.112575531005859375e-02,4.519618511199951172e+00,7.625609159469604492e+00
2.600000000000000000e+01,3.683900833129882812e-01,8.715391159057617188e-02,7.555365562438964844e-02,6.181955337524414062e-03,6.023340225219726562e-01
2.700000000000000000e+01,5.201809644699096680e+00,1.117823123931884766e-01,7.068252563476562500e-02,4.920353889465332031e+00,1.037648844718933105e+01
2.800000000000000000e+01,2.441482543945312500e-01,1.085350513458251953e-01,6.831645965576171875e-02,4.937826156616210938e+00,5.436888694763183594e+00
2.900000000000000000e+01,3.426926136016845703e-01,1.505959033966064453e-01,6.084680557250976562e-02,3.742933273315429688e-03,6.339416503906250000e-01
3.000000000000000000e+01,5.072222709655761719e+00,9.732007980346679688e-02,7.264733314514160156e-02,1.557699680328369141e+00,6.878969430923461914e+00
3.100000000000000000e+01,3.526481151580810547e+00,1.042239665985107422e-01,6.562852859497070312e-02,4.850111484527587891e+00,8.627985000610351562e+00
3.200000000000000000e+01,3.511779308319091797e-01,1.286449432373046875e-01,7.047057151794433594e-02,4.902667284011840820e+00,5.519357442855834961e+00
3.300000000000000000e+01,2.591049671173095703e-01,1.135241985321044922e-01,7.073736190795898438e-02,5.085945129394531250e-03,5.223767757415771484e-01
3.400000000000000000e+01,5.122621059417724609e+00,1.038680076599121094e-01,8.307313919067382812e-02,2.305968761444091797e+00,7.685698509216308594e+00
