Wall Time,Step,Value
1721828355.9530246,0,0.0
1721828358.2022586,1,0.0
1721828360.4229856,2,0.0
1721828362.6096203,3,0.0
1721828364.7261872,4,0.0
1721828366.8199906,5,0.0
1721828368.9119313,6,0.0
1721828370.99374,7,0.0
1721828373.1534922,8,0.0
1721828375.52686,9,0.0
1721828378.3867288,10,0.005181347019970417
1721828381.1703568,11,0.0
1721828383.9626586,12,0.0058139534667134285
1721828386.7073164,13,0.0
1721828389.4588299,14,0.005347593687474728
1721828392.196772,15,0.0
1721828394.9303336,16,0.006097560748457909
1721828397.6712098,17,0.006756756920367479
1721828400.465735,18,0.02083333395421505
1721828403.3702972,19,0.022058824077248573
1721828406.2380419,20,0.022727273404598236
1721828408.987086,21,0.08411215245723724
1721828411.784449,22,0.10638298094272614
1721828414.5555937,23,0.16853933036327362
1721828417.3115473,24,0.2823529541492462
1721828420.0744526,25,0.3636363744735718
1721828422.8368714,26,0.4794520437717438
1721828425.588195,27,0.5362318754196167
1721828428.3071203,28,0.6984127163887024
1721828431.4155276,29,0.8360655903816223
1721828434.2350528,30,0.8333333134651184
1721828436.9981434,31,0.8196721076965332
1721828439.772662,32,0.9137930870056152
1721828442.5276523,33,0.8333333134651184
1721828445.3012018,34,0.9824561476707458
1721828448.0659127,35,0.982758641242981
1721828450.8213456,36,0.9824561476707458
1721828453.587438,37,1.0
1721828456.3625157,38,0.9473684430122375
1721828459.2334945,39,0.9482758641242981
1721828462.1384509,40,1.0
1721828464.893958,41,0.9824561476707458
1721828467.6615436,42,0.982758641242981
1721828470.4443526,43,0.9482758641242981
1721828473.2223074,44,1.0
1721828475.9938319,45,0.9655172228813171
1721828478.7717352,46,1.0
1721828481.5090988,47,0.9824561476707458
1721828484.3111334,48,1.0
1721828487.165222,49,1.0
1721828490.0093477,50,0.9824561476707458
1721828492.7592087,51,0.982758641242981
1721828495.5013015,52,0.9649122953414917
1721828498.2617865,53,1.0
1721828501.0275676,54,1.0
1721828503.789324,55,0.9824561476707458
1721828506.5577638,56,1.0
1721828509.3340094,57,1.0
1721828512.1546392,58,1.0
1721828515.034845,59,1.0
1721828517.8353229,60,1.0
1721828520.5489287,61,0.5064935088157654
1721828523.285375,62,0.9655172228813171
1721828526.0230298,63,1.0
1721828528.8034825,64,0.9655172228813171
1721828531.5607219,65,0.9649122953414917
1721828534.3239026,66,1.0
1721828537.0760872,67,0.9824561476707458
1721828539.852468,68,1.0
1721828542.7125347,69,0.9655172228813171
1721828545.5630379,70,0.982758641242981
1721828548.261487,71,1.0
1721828551.049488,72,0.37037035822868347
1721828553.820189,73,0.931034505367279
1721828556.549466,74,0.9152542352676392
1721828559.3014038,75,0.9491525292396545
1721828562.0305114,76,1.0
1721828564.7884781,77,0.9649122953414917
1721828567.5920613,78,1.0
1721828570.4724646,79,0.982758641242981
1721828573.2711272,80,0.6438356041908264
1721828576.0490215,81,0.9655172228813171
1721828578.843364,82,0.9482758641242981
1721828581.5968313,83,0.8965517282485962
1721828584.3605196,84,0.9649122953414917
1721828587.1057122,85,1.0
1721828589.8662956,86,1.0
1721828592.6387887,87,1.0
1721828595.4712992,88,0.9824561476707458
1721828598.3273823,89,0.9649122953414917
1721828601.2285333,90,1.0
1721828604.0206482,91,1.0
1721828606.7745845,92,0.9824561476707458
1721828609.5441415,93,0.982758641242981
1721828612.289602,94,1.0
1721828615.0300927,95,1.0
1721828617.771426,96,1.0
1721828620.5192776,97,1.0
