1.000000000000000000e+00,3.060817718505859375e-03,5.934715270996093750e-03,4.088401794433593750e-03,3.247737884521484375e-03,2.607488632202148438e-02
2.000000000000000000e+00,4.325962066650390625e-02,5.876541137695312500e-03,3.219842910766601562e-03,3.144025802612304688e-03,1.754327058792114258e+00
3.000000000000000000e+00,1.214485168457031250e-01,6.160497665405273438e-03,3.224611282348632812e-03,2.889156341552734375e-03,1.118472337722778320e+00
4.000000000000000000e+00,1.818001270294189453e-01,8.882045745849609375e-03,3.423690795898437500e-03,1.608610153198242188e-03,1.104307889938354492e+00
5.000000000000000000e+00,2.421133518218994141e-01,7.208347320556640625e-03,3.526926040649414062e-03,2.492427825927734375e-03,1.101678133010864258e+00
6.000000000000000000e+00,3.228001594543457031e-01,7.416963577270507812e-03,4.085779190063476562e-03,2.747297286987304688e-03,1.115374565124511719e+00
7.000000000000000000e+00,4.115397930145263672e-01,6.271839141845703125e-03,3.422975540161132812e-03,1.490592956542968750e-03,1.125466346740722656e+00
8.000000000000000000e+00,4.858102798461914062e-01,8.325815200805664062e-03,3.032684326171875000e-03,2.763271331787109375e-03,1.114848136901855469e+00
9.000000000000000000e+00,5.962922573089599609e-01,6.375789642333984375e-03,3.136396408081054688e-03,2.673149108886718750e-03,1.135867595672607422e+00
1.000000000000000000e+01,7.331767082214355469e-01,6.485700607299804688e-03,2.683401107788085938e-03,2.189397811889648438e-03,1.130624294281005859e+00
1.100000000000000000e+01,8.327453136444091797e-01,8.898735046386718750e-03,2.855062484741210938e-03,4.651448726654052734e-01,1.590879201889038086e+00
1.200000000000000000e+01,6.881718635559082031e-01,8.260965347290039062e-03,3.478527069091796875e-03,2.566814422607421875e-03,7.085499763488769531e-01
1.300000000000000000e+01,8.681318759918212891e-01,6.251573562622070312e-03,3.870010375976562500e-03,2.846956253051757812e-03,9.005045890808105469e-01
1.400000000000000000e+01,7.712204456329345703e-01,4.500389099121093750e-03,5.502462387084960938e-03,2.795934677124023438e-03,9.194209575653076172e-01
1.500000000000000000e+01,6.630756855010986328e-01,3.641605377197265625e-03,3.304004669189453125e-03,2.521514892578125000e-03,9.139630794525146484e-01
1.600000000000000000e+01,5.868172645568847656e-01,5.609750747680664062e-03,4.811763763427734375e-03,2.177238464355468750e-03,9.326064586639404297e-01
1.700000000000000000e+01,5.154857635498046875e-01,6.070852279663085938e-03,3.847360610961914062e-03,2.999067306518554688e-03,9.406857490539550781e-01
1.800000000000000000e+01,4.439322948455810547e-01,7.287502288818359375e-03,3.895282745361328125e-03,2.803087234497070312e-03,9.389836788177490234e-01
1.900000000000000000e+01,3.969292640686035156e-01,5.886316299438476562e-03,3.979444503784179688e-03,2.778768539428710938e-03,9.627156257629394531e-01
2.000000000000000000e+01,3.911666870117187500e-01,5.563974380493164062e-03,4.425287246704101562e-03,3.092527389526367188e-03,1.007935523986816406e+00
2.100000000000000000e+01,3.886940479278564453e-01,4.941701889038085938e-03,3.925085067749023438e-03,3.027200698852539062e-03,9.973008632659912109e-01
2.200000000000000000e+01,3.866965770721435547e-01,5.553483963012695312e-03,4.756689071655273438e-03,3.873109817504882812e-03,1.026507139205932617e+00
2.300000000000000000e+01,3.778693675994873047e-01,6.366968154907226562e-03,3.291130065917968750e-03,2.498865127563476562e-03,1.004611492156982422e+00
2.400000000000000000e+01,3.940026760101318359e-01,5.000591278076171875e-03,2.920866012573242188e-03,3.215551376342773438e-03,1.022706270217895508e+00
2.500000000000000000e+01,4.102377891540527344e-01,6.179809570312500000e-03,3.186225891113281250e-03,3.236532211303710938e-03,1.018316984176635742e+00
2.600000000000000000e+01,4.034497737884521484e-01,7.163524627685546875e-03,3.533601760864257812e-03,2.566337585449218750e-03,1.005407094955444336e+00
2.700000000000000000e+01,4.022493362426757812e-01,7.755756378173828125e-03,3.609180450439453125e-03,2.282857894897460938e-03,9.978945255279541016e-01
2.800000000000000000e+01,3.938968181610107422e-01,4.985332489013671875e-03,3.230810165405273438e-03,3.161430358886718750e-03,1.020960569381713867e+00
2.900000000000000000e+01,4.123616218566894531e-01,4.523754119873046875e-03,5.127429962158203125e-03,3.125667572021484375e-03,1.017251253128051758e+00
3.000000000000000000e+01,4.128539562225341797e-01,6.271600723266601562e-03,3.159761428833007812e-03,3.635644912719726562e-03,1.006847858428955078e+00
3.100000000000000000e+01,4.218573570251464844e-01,8.007287979125976562e-03,2.714157104492187500e-03,1.010883569717407227e+00,2.017687559127807617e+00
3.200000000000000000e+01,8.645296096801757812e-03,3.309249877929687500e-03,3.443956375122070312e-03,2.676486968994140625e-03,2.386403083801269531e-02
3.300000000000000000e+01,4.365153312683105469e-01,5.598068237304687500e-03,4.824161529541015625e-03,3.502607345581054688e-03,1.567434310913085938e+00
3.400000000000000000e+01,4.220294952392578125e-01,4.395484924316406250e-03,2.897739410400390625e-03,1.990795135498046875e-03,4.380035400390625000e-01
3.500000000000000000e+01,4.393723011016845703e-01,4.679918289184570312e-03,3.367424011230468750e-03,2.024412155151367188e-03,1.009352922439575195e+00
3.600000000000000000e+01,4.201273918151855469e-01,3.988027572631835938e-03,3.995418548583984375e-03,4.201650619506835938e-03,9.891729354858398438e-01
3.700000000000000000e+01,4.225168228149414062e-01,6.242990493774414062e-03,3.385305404663085938e-03,2.532482147216796875e-03,1.007291555404663086e+00
3.800000000000000000e+01,4.230678081512451172e-01,4.058837890625000000e-03,4.726409912109375000e-03,2.250671386718750000e-03,1.009972572326660156e+00
3.900000000000000000e+01,4.178369045257568359e-01,4.234313964843750000e-03,4.431724548339843750e-03,3.009080886840820312e-03,1.010501623153686523e+00
4.000000000000000000e+01,4.233777523040771484e-01,4.420995712280273438e-03,4.285097122192382812e-03,3.725051879882812500e-03,1.006355762481689453e+00
4.100000000000000000e+01,4.222469329833984375e-01,6.080865859985351562e-03,3.107547760009765625e-03,2.855539321899414062e-03,1.007551908493041992e+00
4.200000000000000000e+01,4.321124553680419922e-01,4.358530044555664062e-03,5.152225494384765625e-03,2.054452896118164062e-03,1.005031585693359375e+00
