Wall Time,Step,Value
1721390272.065419,0,0.0
1721390274.237743,1,0.0
1721390276.6796143,2,0.0
1721390283.6867576,3,0.0
1721390292.6462462,4,0.0
1721390301.222133,5,0.0
1721390305.8509643,6,0.0
1721390310.791428,7,0.0
1721390318.5868826,8,0.0
1721390322.153353,9,0.0
1721390330.3819942,10,0.0
1721390339.5019324,11,0.0
1721390347.9825158,12,0.0
1721390356.9346058,13,0.0
1721390364.8111348,14,0.0
1721390371.178222,15,0.0
1721390378.1162496,16,0.0
1721390387.7550588,17,0.0
1721390394.9744735,18,0.0
1721390404.5760357,19,0.0
1721390412.8929727,20,0.0
1721390422.8640432,21,0.0
1721390430.0299797,22,0.0
1721390437.3995633,23,0.0
1721390443.5475805,24,0.0
1721390452.1588368,25,0.0
1721390461.2636614,26,0.0
1721390469.1902378,27,0.0
1721390477.3415208,28,0.0
1721390486.8706644,29,0.0
1721390495.5024946,30,0.0
1721390502.4002717,31,0.0
1721390510.9650123,32,0.0
1721390519.3146396,33,0.0
1721390528.4966455,34,0.0
1721390537.9285114,35,0.0
1721390545.8709812,36,0.0
1721390552.8393788,37,0.0
1721390559.9658976,38,0.0
1721390566.9410727,39,0.0
1721390575.8859322,40,0.0
1721390584.3035896,41,0.0
1721390591.5414987,42,0.0
1721390601.5546699,43,0.0
1721390612.0943198,44,0.0
1721390620.497203,45,0.0
1721390624.8326561,46,0.0
1721390635.044524,47,0.0
1721390644.5210493,48,0.0
1721390652.680067,49,0.0
1721390660.3872437,50,0.0
1721390668.7403383,51,0.0
1721390677.1110537,52,0.0
1721390690.2328093,53,0.0
1721390700.3143423,54,0.0
1721390709.6337357,55,0.0
1721390720.9966595,56,0.0
1721390730.3770826,57,0.0
1721390739.6117177,58,0.0
1721390749.1637788,59,0.0
1721390751.7674508,60,0.0
1721390762.2925274,61,0.0
1721390772.2171748,62,0.0
1721390780.976761,63,0.0
1721390790.613853,64,0.0
1721390799.4548044,65,0.0
1721390804.1356282,66,0.0
1721390813.4628336,67,0.0
1721390815.113976,68,0.0
1721390824.8974178,69,0.0
1721390836.6666758,70,0.0
1721390843.8535106,71,0.0
1721390848.996737,72,0.0
1721390858.3890877,73,0.0
1721390866.0103097,74,0.0
1721390875.8355253,75,0.0
1721390884.877482,76,0.0
1721390887.6032934,77,0.0
1721390896.6936455,78,0.0
1721390899.6946728,79,0.0
1721390911.344919,80,0.0
1721390920.0143225,81,0.0
1721390927.5874023,82,0.0
1721390936.9159822,83,0.0
1721390945.8431678,84,0.0
1721390955.1039326,85,0.0
1721390964.6176028,86,0.0
1721390973.6248274,87,0.0
1721390980.2841399,88,0.0
1721390990.5392525,89,0.0
1721390999.2483923,90,0.0
