Wall Time,Step,Value
1721771401.3535337,0,0.0
1721771403.4552848,1,0.0
1721771405.5455823,2,0.0
1721771407.6201189,3,0.0
1721771409.68331,4,0.0
1721771411.7476125,5,0.0
1721771413.8056684,6,0.0
1721771415.8812146,7,0.0
1721771417.9307544,8,0.0
1721771420.04044,9,0.0
1721771422.4022713,10,0.0
1721771424.8935647,11,0.0
1721771427.3651023,12,0.0
1721771429.8541257,13,0.0
1721771432.4071856,14,0.0
1721771435.0517497,15,0.0
1721771437.4867325,16,0.0
1721771439.985316,17,0.0
1721771442.476714,18,0.0
1721771444.9932408,19,0.0
1721771447.545759,20,0.0
1721771450.134003,21,0.0
1721771452.5759358,22,0.0
1721771455.1485965,23,0.0
1721771457.5487895,24,0.0
1721771460.1515217,25,0.0
1721771462.6175034,26,0.0
1721771465.096668,27,0.0
1721771467.5727372,28,0.0
1721771470.1169508,29,0.0
1721771472.8258085,30,0.0
1721771475.2904525,31,0.0
1721771477.7301786,32,0.0
1721771480.2345908,33,0.0
1721771482.7365315,34,0.0
1721771485.2773523,35,0.0
1721771487.7952905,36,0.0
1721771490.4284024,37,0.0
1721771493.0689633,38,0.0
1721771495.5766666,39,0.0
1721771498.2127063,40,0.0
1721771500.7616847,41,0.0
1721771503.2771626,42,0.0
1721771505.8066819,43,0.0
1721771508.4403417,44,0.0
1721771511.0686257,45,0.0
1721771513.5609763,46,0.0
1721771516.104022,47,0.0
1721771518.6284282,48,0.0
1721771521.1749008,49,0.0
1721771523.7591455,50,0.0
1721771526.369713,51,0.0
1721771528.9969065,52,0.0
1721771531.6464972,53,0.0
1721771534.0869465,54,0.0
1721771536.6697552,55,0.0
1721771539.2180085,56,0.0
1721771541.8207173,57,0.0
1721771544.393287,58,0.0
1721771547.0094995,59,0.0
1721771549.7475462,60,0.0
1721771552.2882159,61,0.0
1721771554.8762307,62,0.0
1721771557.4719644,63,0.0
1721771560.0763085,64,0.0
1721771562.6768441,65,0.0
1721771565.269897,66,0.0
1721771567.8653674,67,0.0
1721771570.4622092,68,0.0
1721771573.0412457,69,0.0
1721771575.6946673,70,0.0
1721771578.312885,71,0.0
1721771580.9891927,72,0.0
1721771583.6530733,73,0.0
1721771586.312741,74,0.0
1721771588.9673896,75,0.0
1721771591.621282,76,0.0
1721771594.3229048,77,0.0
1721771597.0019152,78,0.0
1721771599.6937556,79,0.0
1721771602.3902526,80,0.0
1721771605.0572214,81,0.0
1721771607.7023127,82,0.0
1721771610.3416336,83,0.0
1721771613.0015562,84,0.0
1721771615.7130866,85,0.0
1721771618.3807719,86,0.0
1721771621.0378535,87,0.0
1721771623.7861302,88,0.0
1721771626.4589,89,0.0
1721771629.1601105,90,0.0
1721771631.8290052,91,0.0
1721771634.539038,92,0.0
1721771637.174888,93,0.0
1721771639.8149333,94,0.0
1721771642.4372876,95,0.0
1721771645.0503044,96,0.0
1721771647.6818945,97,0.0
1721771650.3110049,98,0.0
1721771652.9336162,99,0.0
1721771655.6289334,100,0.0
1721771658.2408493,101,0.0
1721771660.8993363,102,0.0
1721771663.52886,103,0.0
1721771666.166904,104,0.0
1721771668.8089213,105,0.0
1721771671.433625,106,0.0
1721771674.0597687,107,0.0
1721771676.6987367,108,0.0
1721771679.3112857,109,0.0
1721771681.9937282,110,0.0
1721771684.604699,111,0.0
1721771687.2302043,112,0.0
1721771689.836346,113,0.0
1721771692.435024,114,0.0
1721771695.0355983,115,0.0
1721771697.6427379,116,0.0
1721771700.2534082,117,0.0
1721771702.8718405,118,0.0
1721771705.4887881,119,0.0
1721771708.1573267,120,0.0
1721771710.8490207,121,0.0
1721771713.501825,122,0.0
1721771716.1654923,123,0.0
1721771718.8440967,124,0.0
1721771721.5348408,125,0.0
1721771724.2588465,126,0.0
1721771726.9811525,127,0.0
