Wall time,Step,Value
1719577208.1216567,0,0.0
1719577210.37939,1,0.0
1719577213.0788398,2,0.0
1719577215.4623754,3,0.0
1719577217.5949173,4,0.0
1719577219.7137496,5,0.0
1719577221.8194456,6,0.0
1719577223.9050937,7,0.0
1719577226.0467668,8,0.0
1719577228.2541614,9,0.0
1719577231.3677208,10,0.0
1719577234.6392353,11,0.0
1719577238.023689,12,0.0
1719577241.3211546,13,0.0
1719577244.636824,14,0.0
1719577248.0129135,15,0.0
1719577251.296221,16,0.0
1719577254.567679,17,0.0
1719577257.9997547,18,0.0
1719577261.2478185,19,0.0
1719577264.68269,20,0.0
1719577268.0929792,21,0.0
1719577271.4072778,22,0.0
1719577274.8080127,23,0.0
1719577278.2402406,24,0.0
1719577281.6064544,25,0.0
1719577284.8932157,26,0.0
1719577288.1627676,27,0.0
1719577291.5177696,28,0.0
1719577295.0220208,29,0.0
1719577298.5263252,30,0.0
1719577301.8706088,31,0.0
1719577305.1590855,32,0.0
1719577308.4147844,33,0.0
1719577311.6551342,34,0.0
1719577314.8938024,35,0.0
1719577318.1589828,36,0.0
1719577321.4360495,37,0.0
1719577324.7073603,38,0.0
1719577328.1180534,39,0.0
1719577331.5396454,40,0.0
1719577334.8620815,41,0.0
1719577338.178334,42,0.0
1719577341.521351,43,0.0
1719577344.886654,44,0.0
1719577348.190854,45,0.0
1719577351.4778156,46,0.0
1719577354.7412734,47,0.0
1719577358.0416496,48,0.0
1719577361.4702175,49,0.0
1719577365.0232832,50,0.0
1719577368.3123653,51,0.0
1719577371.5966768,52,0.0
1719577374.8701885,53,0.0
1719577378.2101316,54,0.0
1719577381.5271845,55,0.0
1719577384.8313026,56,0.0
1719577388.2108397,57,0.0
1719577391.5833235,58,0.0
1719577394.9075334,59,0.0
1719577398.407602,60,0.0
1719577401.626079,61,0.0
1719577404.87963,62,0.0
1719577408.1623123,63,0.0
1719577411.41487,64,0.0
1719577414.673972,65,0.0
1719577418.0421677,66,0.0
1719577421.365112,67,0.0
1719577424.666959,68,0.0
1719577428.0678139,69,0.0
1719577431.6638122,70,0.0
1719577434.9261646,71,0.0
1719577438.2193308,72,0.0
1719577441.5405874,73,0.0
1719577444.8352554,74,0.0
1719577448.1639755,75,0.0
1719577451.585699,76,0.0
1719577454.889679,77,0.0
1719577458.2639573,78,0.0
1719577461.6461349,79,0.0
